loss,nll,two_tailed_amlse,val_loss,val_nll,val_two_tailed_amlse
-0.5657754942615336,-2.004522321377296,2.2715653091713195,-0.615246591091156,-1.9100613714142083,2.2713840441416346
-0.6702546649999579,-2.1705483195753885,1.9912044011172632,-0.7290407422383627,-2.043145276812238,1.9910113544210675
-0.7940201821150603,-2.3225024366372717,1.7037516864803335,-0.8633153150876363,-2.158654725579185,1.7035587480675236
-0.9395298393469288,-2.4606107499927057,1.4225078950099925,-1.0207590421040853,-2.2622104177531135,1.4223217789616325
-1.1094972418953852,-2.5830251763306453,1.1567438217811654,-1.20390851465861,-2.3565047523098244,1.1565700154424134
-1.3057960748083797,-2.6867671457264968,0.913726740929284,-1.413713235537211,-2.4362324692284876,0.9135700501831263
-1.5276215497750805,-2.769936207516155,0.6994826904633359,-1.6473281348546347,-2.4956983739574614,0.6993475827008068
-1.769129403510702,-2.833111274860833,0.5185499851876012,-1.8957667913436889,-2.5347208654796805,0.5184395037855991
-2.017909869362788,-2.8799205299167916,0.3728731321622296,-2.1436273889541626,-2.557448597213068,0.37278701549318005
-2.257464568134198,-2.9137017589891276,0.25973983788990807,-2.375005702972412,-2.5682548294252014,0.2596735316701228
-2.4764793190347807,-2.9364474191329433,0.17103026306880262,-2.584224584579468,-2.571144640699146,0.1709776472062835
-2.6717997423415323,-2.950289469466595,0.10166100230698137,-2.7668355070749917,-2.5683145208737033,0.10162118947859347
-2.83462127096859,-2.95825601358141,0.05162809939309676,-2.91053062693278,-2.5621042160307086,0.051601034505213854
-2.9540765846707693,-2.963365023625554,0.020174667368447082,-3.0069426517486573,-2.5556554275704015,0.020159243920433934
-3.0261767360310494,-2.9672402957662127,0.004754587467584382,-3.0568620433807374,-2.551105798750215,0.00474839142973334
-3.0571860083827267,-2.969909480210043,0.0003327765220285143,-3.072460552851359,-2.5485552996706753,0.00033156751148927276
-3.064067282578582,-2.970911542386277,4.748533020873939e-05,-3.074096689860026,-2.5474259152438643,4.709600295894304e-05
-3.064489201086539,-2.97094299937128,6.510959738803975e-05,-3.074129192352295,-2.547027894995452,6.46481058958274e-05
-3.064494583184827,-2.970905156439188,6.499423993014377e-05,-3.074136065165202,-2.546870584450864,6.446739880256854e-05
-3.064495657422415,-2.970890520783193,6.521896584414114e-05,-3.0741388727823895,-2.546803921404366,6.460245218899055e-05
-3.0644960232722904,-2.9708847080691037,6.539503796032159e-05,-3.0741400311787923,-2.5467756911242194,6.471789131169803e-05
-3.06449616137846,-2.9708820900274575,6.54354241384613e-05,-3.07414052772522,-2.5467638442586753,6.473798164581597e-05
