Gen Model,Neural Net Fit
0.0003,-0.000300139856804299
0.0032,0.0038830696623379703
0.17,3.898916479747078e-08
0.19,4.822287816959075e-08
-0.001063942211520912,-0.0017455694784061402
0.0016836031652056923,0.0011452897765199465
0.008783949861512378,0.010431660154956042
0.00880714955446668,0.010431660166678448
