loss,nll,two_tailed_amlse,val_loss,val_nll,val_two_tailed_amlse
0.9957140870251283,1.6854033938614237,0.7805733707124379,0.9441115741729736,2.0376998297594033,0.7806744121501291
0.9097974980220873,1.6822746237895307,0.9478574757932712,0.8595878410339356,2.046939687069771,0.9479748995152377
0.8271221852400666,1.6801849057809095,1.1393088272344807,0.7801004870732625,2.0684661949207057,1.1394411304715577
0.7505614619196197,1.6792816049040424,1.3532618629795676,0.7076565855344137,2.0996055533276023,1.3534081197435353
0.6815060873482943,1.6800063341425002,1.588523675436986,0.6430778376261393,2.1379422616809647,1.588683078485881
0.6203869849075506,1.6828817317449314,1.8439074693000674,0.5864257386525472,2.1808961369656634,1.8440791599685313
0.566999878824493,1.6884905225194926,2.1180950588718286,0.5372258423169454,2.225776362641817,2.118278116866788
0.5206852696658162,1.6973646534659277,2.409643109702471,0.49461930433909096,2.2699493362304213,2.409836589867697
0.48049332769319353,1.709649619251857,2.717009587458688,0.45756367603937786,2.3112806544082534,2.7172124969576674
0.4454118500619268,1.7248799958561656,3.0385377489174643,0.42508984168370567,2.3488255550886925,3.038749031860151
0.41457845787452574,1.742249298318987,3.372451219317492,0.3964472131729126,2.3826997847900016,3.372669738903145
0.38733655543484313,1.7609836194425068,3.7169177671531486,0.3710740081469218,2.413355349958506,3.7171423706228977
0.36317816961939936,1.7804568160798502,4.070130180834712,0.34852354272206626,2.4411753260759905,4.070359781042827
0.3416868234367528,1.8001626585236028,4.4303696185308725,0.3284211942354838,2.46636079028069,4.4306031901807135
0.32250945009812404,1.819673852721939,4.796039393300523,0.3104470721880595,2.488961969910771,4.796275988010308
0.305343533749443,1.8386758625756938,5.165672517353444,0.29432650899887086,2.5089659929315995,5.165911313590955
0.2899294422045657,1.8569472435831689,5.5379479405137655,0.2798236433664958,2.5263532609111774,5.538188215299083
0.27604435531200205,1.8743591486122615,5.9116983058058095,0.266736397822698,2.5411026788724542,5.911939437932492
0.2634966622311392,1.8907642356521401,6.285910986887297,0.25489226373036705,2.5533747973143552,6.286152431205702
0.2521219374588978,1.90604950441047,6.659708652261756,0.24414159870147706,2.563345295298554,6.659949940745278
0.2417782278266954,1.920168198211548,7.032367936969775,0.23435415705045065,2.571132788297004,7.032608648535262
0.2323427774091807,1.9332705188937191,7.403280739777047,0.22541571116447448,2.57708190262052,7.4035205505216855
0.22370964877154112,1.9455256179341218,7.771963472157134,0.2172274223168691,2.5817107000344617,7.772202207995871
0.21578695170673323,1.9569604028783307,8.138034390578706,0.20970382197697957,2.585270906635221,8.138271869735958
0.20849377475402972,1.9676528878828607,8.501208591636228,0.20276931810379029,2.587947450050017,8.501444514537917
0.20175992322802053,1.977731833538171,8.86127452680416,0.19635847385724386,2.5898854534723363,8.861508724266056
0.1955248536985107,1.9872289723356813,9.218079076002677,0.1904145557085673,2.591218135780942,9.218311398795546
0.18973552696989396,1.996159236954882,9.571519968865491,0.1848881934483846,2.5920578545578965,9.571750331201324
0.18434552239292443,2.0045385655830064,9.921537738942707,0.17973627988497415,2.5924881560453388,9.921766157049511
0.17931462821646482,2.0123884709941446,10.26810940005641,0.174921511054039,2.5925193974062957,10.268335875516609
0.17460771518724935,2.0197198079111462,10.611224351184049,0.17041159574190776,2.5921869629995795,10.61144881092137
0.1701938935513359,2.026536319309453,10.950891524198553,0.16617807666460674,2.5915042624687326,10.951113982302491
0.16604594040064163,2.0328635320699897,11.2871329104022,0.1621957850853602,2.590475986751831,11.287353406600584
0.16214008681813386,2.0387912722404566,11.619980084681686,0.15844256643454233,2.5891632576403922,11.62019863197964
0.15845540127391186,2.044331382643876,11.949469687868593,0.15489916582902272,2.5877121498671465,11.949686296352255
0.15497343492115476,2.0494869563428555,12.275640893269546,0.15154828345775603,2.5862689654927298,12.275855601329553
0.15167758887932625,2.0543449930406683,12.598542047091414,0.14837434724966686,2.5848112330984714,12.598754906080664
0.14855293805952424,2.059002286962641,12.918226775012148,0.14536340745290122,2.5833085143542123,12.918437749142218
0.1455862135357327,2.063452976987262,13.23474685910779,0.14250313981374105,2.5817275070678374,13.234955933901702
0.14276541705975318,2.067695986176476,13.548154870563987,0.1397822302977244,2.5800515233438763,13.548362083640534
0.14007978895564138,2.071728129436395,13.858505577141473,0.13719040171305338,2.578269535193949,13.8587109717086
0.1375195836162371,2.075549638501681,14.165851938382794,0.13471848328908284,2.5764161465953452,14.16605553213297
0.13507601615332773,2.0791609673746696,14.470246800616806,0.132358114639918,2.574544786819331,14.470448610116316
